JudgeName,FullAssignment,Assignment,Date,AssignmentType,StartDate,WorkType,Week,County,Circuit,Days
GOODE,6th Cir. CPNJ/PCR,6th Cir. CPNJ/PCR,2000-10-17,Single,2000-10-16,CPNJ/PCR,42-2000,6th Cir.,6,1.0
GOODE,6th Cir. CPNJ/PCR,6th Cir. CPNJ/PCR,2000-10-18,Single,2000-10-16,CPNJ/PCR,42-2000,6th Cir.,6,1.0
GOODE,6th Cir. CPNJ/PCR,6th Cir. CPNJ/PCR,2000-10-19,Single,2000-10-16,CPNJ/PCR,42-2000,6th Cir.,6,1.0
GOODE,6th Cir. CPNJ/PCR,6th Cir. CPNJ/PCR,2000-10-20,Single,2000-10-16,CPNJ/PCR,42-2000,6th Cir.,6,1.0
GOODSTEIN,Dorchester CP,Dorchester CP,2000-10-16,Single,2000-10-16,CP,42-2000,Dorchester,1,1.0
GOODSTEIN,Dorchester CP,Dorchester CP,2000-10-17,Single,2000-10-16,CP,42-2000,Dorchester,1,1.0
GOODSTEIN,Dorchester CP,Dorchester CP,2000-10-18,Single,2000-10-16,CP,42-2000,Dorchester,1,1.0
GOODSTEIN,Dorchester CP,Dorchester CP,2000-10-19,Single,2000-10-16,CP,42-2000,Dorchester,1,1.0
GOODSTEIN,Dorchester CP,Dorchester CP,2000-10-20,Single,2000-10-16,CP,42-2000,Dorchester,1,1.0
GREGORY,Colleton GS,Colleton GS,2000-10-16,Single,2000-10-16,GS,42-2000,Colleton,14,1.0
GREGORY,Colleton GS,Colleton GS,2000-10-17,Single,2000-10-16,GS,42-2000,Colleton,14,1.0
GREGORY,Colleton GS,Colleton GS,2000-10-18,Single,2000-10-16,GS,42-2000,Colleton,14,1.0
GREGORY,Colleton GS,Colleton GS,2000-10-19,Single,2000-10-16,GS,42-2000,Colleton,14,1.0
GREGORY,Colleton GS,Colleton GS,2000-10-20,Single,2000-10-16,GS,42-2000,Colleton,14,1.0
HALL,Lexington GS,Lexington GS,2000-10-16,Single,2000-10-16,GS,42-2000,Lexington,11,1.0
HALL,Lexington GS,Lexington GS,2000-10-17,Single,2000-10-16,GS,42-2000,Lexington,11,1.0
HALL,Lexington GS,Lexington GS,2000-10-18,Single,2000-10-16,GS,42-2000,Lexington,11,1.0
HALL,Lexington GS,Lexington GS,2000-10-19,Single,2000-10-16,GS,42-2000,Lexington,11,1.0
HALL,Lexington GS,Lexington GS,2000-10-20,Single,2000-10-16,GS,42-2000,Lexington,11,1.0
HARWELL,Chesterfield GS,Chesterfield GS,2000-10-16,Single,2000-10-16,GS,42-2000,Chesterfield,4,1.0
HARWELL,Chesterfield GS,Chesterfield GS,2000-10-17,Single,2000-10-16,GS,42-2000,Chesterfield,4,1.0
HARWELL,Chesterfield GS,Chesterfield GS,2000-10-18,Single,2000-10-16,GS,42-2000,Chesterfield,4,1.0
HARWELL,Chesterfield GS,Chesterfield GS,2000-10-19,Single,2000-10-16,GS,42-2000,Chesterfield,4,1.0
HARWELL,Chesterfield GS,Chesterfield GS,2000-10-20,Single,2000-10-16,GS,42-2000,Chesterfield,4,1.0
HAYES,X,X,2000-10-16,Single,2000-10-16,X,42-2000,X,na,1.0
HAYES,X,X,2000-10-17,Single,2000-10-16,X,42-2000,X,na,1.0
HAYES,X,X,2000-10-18,Single,2000-10-16,X,42-2000,X,na,1.0
HAYES,X,X,2000-10-19,Single,2000-10-16,X,42-2000,X,na,1.0
HAYES,X,X,2000-10-20,Single,2000-10-16,X,42-2000,X,na,1.0
JOHNSON,Laurens GS,Laurens GS,2000-10-16,Single,2000-10-16,GS,42-2000,Laurens,8,1.0
JOHNSON,Laurens GS,Laurens GS,2000-10-17,Single,2000-10-16,GS,42-2000,Laurens,8,1.0
JOHNSON,Laurens GS,Laurens GS,2000-10-18,Single,2000-10-16,GS,42-2000,Laurens,8,1.0
JOHNSON,Laurens GS,Laurens GS,2000-10-19,Single,2000-10-16,GS,42-2000,Laurens,8,1.0
JOHNSON,Laurens GS,Laurens GS,2000-10-20,Single,2000-10-16,GS,42-2000,Laurens,8,1.0
KEESLEY,Sick,Sick,2000-10-16,Single,2000-10-16,Sick,42-2000,Sick,na,1.0
KEESLEY,Sick,Sick,2000-10-17,Single,2000-10-16,Sick,42-2000,Sick,na,1.0
KEESLEY,Sick,Sick,2000-10-18,Single,2000-10-16,Sick,42-2000,Sick,na,1.0
KEESLEY,Sick,Sick,2000-10-19,Single,2000-10-16,Sick,42-2000,Sick,na,1.0
KEESLEY,Sick,Sick,2000-10-20,Single,2000-10-16,Sick,42-2000,Sick,na,1.0
KINARD,X,X,2000-10-16,Single,2000-10-16,X,42-2000,X,na,1.0
KINARD,X,X,2000-10-17,Single,2000-10-16,X,42-2000,X,na,1.0
KINARD,X,X,2000-10-18,Single,2000-10-16,X,42-2000,X,na,1.0
KINARD,X,X,2000-10-19,Single,2000-10-16,X,42-2000,X,na,1.0
KINARD,X,X,2000-10-20,Single,2000-10-16,X,42-2000,X,na,1.0
KING,X,X,2000-10-16,Single,2000-10-16,X,42-2000,X,na,1.0
KING,X,X,2000-10-17,Single,2000-10-16,X,42-2000,X,na,1.0
KING,X,X,2000-10-18,Single,2000-10-16,X,42-2000,X,na,1.0
KING,X,X,2000-10-19,Single,2000-10-16,X,42-2000,X,na,1.0
KING,X,X,2000-10-20,Single,2000-10-16,X,42-2000,X,na,1.0
KITTREDGE,Greenville GS,Greenville GS,2000-10-16,Single,2000-10-16,GS,42-2000,Greenville,13,1.0
KITTREDGE,Greenville GS,Greenville GS,2000-10-17,Single,2000-10-16,GS,42-2000,Greenville,13,1.0
KITTREDGE,Greenville GS,Greenville GS,2000-10-18,Single,2000-10-16,GS,42-2000,Greenville,13,1.0
KITTREDGE,Greenville GS,Greenville GS,2000-10-19,Single,2000-10-16,GS,42-2000,Greenville,13,1.0
KITTREDGE,Greenville GS,Greenville GS,2000-10-20,Single,2000-10-16,GS,42-2000,Greenville,13,1.0
LEE,5th Cir. CPNJ,5th Cir. CPNJ,2000-10-16,Single,2000-10-16,CPNJ,42-2000,5th Cir.,5,1.0
LEE,5th Cir. CPNJ,5th Cir. CPNJ,2000-10-17,Single,2000-10-16,CPNJ,42-2000,5th Cir.,5,1.0
LEE,5th Cir. CPNJ,5th Cir. CPNJ,2000-10-18,Single,2000-10-16,CPNJ,42-2000,5th Cir.,5,1.0
LEE,5th Cir. CPNJ,5th Cir. CPNJ,2000-10-19,Single,2000-10-16,CPNJ,42-2000,5th Cir.,5,1.0
LEE,5th Cir. CPNJ,5th Cir. CPNJ,2000-10-20,Single,2000-10-16,CPNJ,42-2000,5th Cir.,5,1.0
LOCKEMY,Dillon CP,Dillon CP,2000-10-16,Single,2000-10-16,CP,42-2000,Dillon,4,1.0
LOCKEMY,Dillon CP,Dillon CP,2000-10-17,Single,2000-10-16,CP,42-2000,Dillon,4,1.0
LOCKEMY,Dillon CP,Dillon CP,2000-10-18,Single,2000-10-16,CP,42-2000,Dillon,4,1.0
LOCKEMY,Dillon CP,Dillon CP,2000-10-19,Single,2000-10-16,CP,42-2000,Dillon,4,1.0
LOCKEMY,Dillon CP,Dillon CP,2000-10-20,Single,2000-10-16,CP,42-2000,Dillon,4,1.0
MACAULAY,Oconee CP,Oconee CP,2000-10-16,Single,2000-10-16,CP,42-2000,Oconee,10,1.0
MACAULAY,Oconee CP,Oconee CP,2000-10-17,Single,2000-10-16,CP,42-2000,Oconee,10,1.0
MACAULAY,Oconee CP,Oconee CP,2000-10-18,Single,2000-10-16,CP,42-2000,Oconee,10,1.0
MACAULAY,Oconee CP,Oconee CP,2000-10-19,Single,2000-10-16,CP,42-2000,Oconee,10,1.0
MACAULAY,Oconee CP,Oconee CP,2000-10-20,Single,2000-10-16,CP,42-2000,Oconee,10,1.0
MANNING,5th Cir. CPNJ/PCR,5th Cir. CPNJ/PCR,2000-10-16,Single,2000-10-16,CPNJ/PCR,42-2000,5th Cir.,5,1.0
MANNING,5th Cir. CPNJ/PCR,5th Cir. CPNJ/PCR,2000-10-17,Single,2000-10-16,CPNJ/PCR,42-2000,5th Cir.,5,1.0
MANNING,5th Cir. CPNJ/PCR,5th Cir. CPNJ/PCR,2000-10-18,Single,2000-10-16,CPNJ/PCR,42-2000,5th Cir.,5,1.0
MANNING,5th Cir. CPNJ/PCR,5th Cir. CPNJ/PCR,2000-10-19,Single,2000-10-16,CPNJ/PCR,42-2000,5th Cir.,5,1.0
MANNING,5th Cir. CPNJ/PCR,5th Cir. CPNJ/PCR,2000-10-20,Single,2000-10-16,CPNJ/PCR,42-2000,5th Cir.,5,1.0
MARTIN,X,X,2000-10-16,Single,2000-10-16,X,42-2000,X,na,1.0
MARTIN,X,X,2000-10-17,Single,2000-10-16,X,42-2000,X,na,1.0
MARTIN,X,X,2000-10-18,Single,2000-10-16,X,42-2000,X,na,1.0
MARTIN,X,X,2000-10-19,Single,2000-10-16,X,42-2000,X,na,1.0
MARTIN,X,X,2000-10-20,Single,2000-10-16,X,42-2000,X,na,1.0
MCKELLAR,Richland GS,Richland GS,2000-10-16,Single,2000-10-16,GS,42-2000,Richland,5,1.0
MCKELLAR,Richland GS,Richland GS,2000-10-17,Single,2000-10-16,GS,42-2000,Richland,5,1.0
MCKELLAR,Richland GS,Richland GS,2000-10-18,Single,2000-10-16,GS,42-2000,Richland,5,1.0
MCKELLAR,Richland GS,Richland GS,2000-10-19,Single,2000-10-16,GS,42-2000,Richland,5,1.0
MCKELLAR,Richland GS,Richland GS,2000-10-20,Single,2000-10-16,GS,42-2000,Richland,5,1.0
MILLING,12th Cir. CPNJ,12th Cir. CPNJ,2000-10-16,Single,2000-10-16,CPNJ,42-2000,12th Cir.,12,1.0
MILLING,12th Cir. CPNJ,12th Cir. CPNJ,2000-10-17,Single,2000-10-16,CPNJ,42-2000,12th Cir.,12,1.0
MILLING,12th Cir. CPNJ,12th Cir. CPNJ,2000-10-18,Single,2000-10-16,CPNJ,42-2000,12th Cir.,12,1.0
MILLING,12th Cir. CPNJ,12th Cir. CPNJ,2000-10-19,Single,2000-10-16,CPNJ,42-2000,12th Cir.,12,1.0
MILLING,12th Cir. CPNJ,12th Cir. CPNJ,2000-10-20,Single,2000-10-16,CPNJ,42-2000,12th Cir.,12,1.0
NICHOLSON,Anderson GS,Anderson GS,2000-10-16,Single,2000-10-16,GS,42-2000,Anderson,10,1.0
NICHOLSON,Anderson GS,Anderson GS,2000-10-17,Single,2000-10-16,GS,42-2000,Anderson,10,1.0
NICHOLSON,Anderson GS,Anderson GS,2000-10-18,Single,2000-10-16,GS,42-2000,Anderson,10,1.0
NICHOLSON,Anderson GS,Anderson GS,2000-10-19,Single,2000-10-16,GS,42-2000,Anderson,10,1.0
NICHOLSON,Anderson GS,Anderson GS,2000-10-20,Single,2000-10-16,GS,42-2000,Anderson,10,1.0
PATTERSON,Greenville CP,Greenville CP,2000-10-16,Single,2000-10-16,CP,42-2000,Greenville,13,1.0
PATTERSON,Greenville CP,Greenville CP,2000-10-17,Single,2000-10-16,CP,42-2000,Greenville,13,1.0
PATTERSON,Greenville CP,Greenville CP,2000-10-18,Single,2000-10-16,CP,42-2000,Greenville,13,1.0
PATTERSON,Greenville CP,Greenville CP,2000-10-19,Single,2000-10-16,CP,42-2000,Greenville,13,1.0
PATTERSON,Greenville CP,Greenville CP,2000-10-20,Single,2000-10-16,CP,42-2000,Greenville,13,1.0
PIEPER,Charleston CP,Charleston CP,2000-10-16,Single,2000-10-16,CP,42-2000,Charleston,9,1.0
PIEPER,Charleston CP,Charleston CP,2000-10-17,Single,2000-10-16,CP,42-2000,Charleston,9,1.0
PIEPER,Charleston CP,Charleston CP,2000-10-18,Single,2000-10-16,CP,42-2000,Charleston,9,1.0
PIEPER,Charleston CP,Charleston CP,2000-10-19,Single,2000-10-16,CP,42-2000,Charleston,9,1.0
PIEPER,Charleston CP,Charleston CP,2000-10-20,Single,2000-10-16,CP,42-2000,Charleston,9,1.0
RAWL,9th Cir. CPNJ,9th Cir. CPNJ,2000-10-16,Single,2000-10-16,CPNJ,42-2000,9th Cir.,9,1.0
RAWL,9th Cir. CPNJ,9th Cir. CPNJ,2000-10-17,Single,2000-10-16,CPNJ,42-2000,9th Cir.,9,1.0
RAWL,9th Cir. CPNJ,9th Cir. CPNJ,2000-10-18,Single,2000-10-16,CPNJ,42-2000,9th Cir.,9,1.0
RAWL,9th Cir. CPNJ,9th Cir. CPNJ,2000-10-19,Single,2000-10-16,CPNJ,42-2000,9th Cir.,9,1.0
RAWL,9th Cir. CPNJ,9th Cir. CPNJ,2000-10-20,Single,2000-10-16,CPNJ,42-2000,9th Cir.,9,1.0
SAUNDERS,Greenwood GS,Greenwood GS,2000-10-16,Single,2000-10-16,GS,42-2000,Greenwood,8,1.0
SAUNDERS,Greenwood GS,Greenwood GS,2000-10-17,Single,2000-10-16,GS,42-2000,Greenwood,8,1.0
SAUNDERS,Greenwood GS,Greenwood GS,2000-10-18,Single,2000-10-16,GS,42-2000,Greenwood,8,1.0
SAUNDERS,Greenwood GS,Greenwood GS,2000-10-19,Single,2000-10-16,GS,42-2000,Greenwood,8,1.0
SAUNDERS,Greenwood GS,Greenwood GS,2000-10-20,Single,2000-10-16,GS,42-2000,Greenwood,8,1.0
SHORT,Lancaster GS,Lancaster GS,2000-10-16,Single,2000-10-16,GS,42-2000,Lancaster,6,1.0
SHORT,Lancaster GS,Lancaster GS,2000-10-17,Single,2000-10-16,GS,42-2000,Lancaster,6,1.0
SHORT,Lancaster GS,Lancaster GS,2000-10-18,Single,2000-10-16,GS,42-2000,Lancaster,6,1.0
SHORT,Lancaster GS,Lancaster GS,2000-10-19,Single,2000-10-16,GS,42-2000,Lancaster,6,1.0
SHORT,Lancaster GS,Lancaster GS,2000-10-20,Single,2000-10-16,GS,42-2000,Lancaster,6,1.0
THOMAS,Horry GS,Horry GS,2000-10-16,Single,2000-10-16,GS,42-2000,Horry,15,1.0
THOMAS,Horry GS,Horry GS,2000-10-17,Single,2000-10-16,GS,42-2000,Horry,15,1.0
THOMAS,Horry GS,Horry GS,2000-10-18,Single,2000-10-16,GS,42-2000,Horry,15,1.0
THOMAS,Horry GS,Horry GS,2000-10-19,Single,2000-10-16,GS,42-2000,Horry,15,1.0
THOMAS,Horry GS,Horry GS,2000-10-20,Single,2000-10-16,GS,42-2000,Horry,15,1.0
WATSON,Beaufort CP,Beaufort CP,2000-10-16,Single,2000-10-16,CP,42-2000,Beaufort,14,1.0
WATSON,Beaufort CP,Beaufort CP,2000-10-17,Single,2000-10-16,CP,42-2000,Beaufort,14,1.0
WATSON,Beaufort CP,Beaufort CP,2000-10-18,Single,2000-10-16,CP,42-2000,Beaufort,14,1.0
WATSON,Beaufort CP,Beaufort CP,2000-10-19,Single,2000-10-16,CP,42-2000,Beaufort,14,1.0
WATSON,Beaufort CP,Beaufort CP,2000-10-20,Single,2000-10-16,CP,42-2000,Beaufort,14,1.0
WESTBROOK,McCormick GS,McCormick GS,2000-10-16,Single,2000-10-16,GS,42-2000,McCormick,11,1.0
WESTBROOK,McCormick GS,McCormick GS,2000-10-17,Single,2000-10-16,GS,42-2000,McCormick,11,1.0
WESTBROOK,McCormick GS,McCormick GS,2000-10-18,Single,2000-10-16,GS,42-2000,McCormick,11,1.0
WESTBROOK,McCormick GS,McCormick GS,2000-10-19,Single,2000-10-16,GS,42-2000,McCormick,11,1.0
WESTBROOK,McCormick GS,McCormick GS,2000-10-20,Single,2000-10-16,GS,42-2000,McCormick,11,1.0
WILLIAMS,Orangeburg GS,Orangeburg GS,2000-10-16,Single,2000-10-16,GS,42-2000,Orangeburg,1,1.0
WILLIAMS,Orangeburg GS,Orangeburg GS,2000-10-17,Single,2000-10-16,GS,42-2000,Orangeburg,1,1.0
WILLIAMS,Orangeburg GS,Orangeburg GS,2000-10-18,Single,2000-10-16,GS,42-2000,Orangeburg,1,1.0
WILLIAMS,Orangeburg GS,Orangeburg GS,2000-10-19,Single,2000-10-16,GS,42-2000,Orangeburg,1,1.0
WILLIAMS,Orangeburg GS,Orangeburg GS,2000-10-20,Single,2000-10-16,GS,42-2000,Orangeburg,1,1.0
BROWN,na,na,2000-10-16,Missing,2000-10-16,na,42-2000,na,na,1.0
BROWN,na,na,2000-10-17,Missing,2000-10-16,na,42-2000,na,na,1.0
BROWN,na,na,2000-10-18,Missing,2000-10-16,na,42-2000,na,na,1.0
BROWN,na,na,2000-10-19,Missing,2000-10-16,na,42-2000,na,na,1.0
BROWN,na,na,2000-10-20,Missing,2000-10-16,na,42-2000,na,na,1.0
COTTINGHAM,Horry GS,Horry GS,2000-10-16,Single,2000-10-16,GS,42-2000,Horry,15,1.0
COTTINGHAM,Horry GS,Horry GS,2000-10-17,Single,2000-10-16,GS,42-2000,Horry,15,1.0
COTTINGHAM,Horry GS,Horry GS,2000-10-18,Single,2000-10-16,GS,42-2000,Horry,15,1.0
COTTINGHAM,Horry GS,Horry GS,2000-10-19,Single,2000-10-16,GS,42-2000,Horry,15,1.0
COTTINGHAM,Horry GS,Horry GS,2000-10-20,Single,2000-10-16,GS,42-2000,Horry,15,1.0
HUGHSTON,Greenville GS,Greenville GS,2000-10-16,Single,2000-10-16,GS,42-2000,Greenville,13,1.0
HUGHSTON,Greenville GS,Greenville GS,2000-10-17,Single,2000-10-16,GS,42-2000,Greenville,13,1.0
HUGHSTON,Greenville GS,Greenville GS,2000-10-18,Single,2000-10-16,GS,42-2000,Greenville,13,1.0
HUGHSTON,Greenville GS,Greenville GS,2000-10-19,Single,2000-10-16,GS,42-2000,Greenville,13,1.0
HUGHSTON,Greenville GS,Greenville GS,2000-10-20,Single,2000-10-16,GS,42-2000,Greenville,13,1.0
PYLE,Greenville CP,Greenville CP,2000-10-16,Single,2000-10-16,CP,42-2000,Greenville,13,1.0
PYLE,Greenville CP,Greenville CP,2000-10-17,Single,2000-10-16,CP,42-2000,Greenville,13,1.0
PYLE,Greenville CP,Greenville CP,2000-10-18,Single,2000-10-16,CP,42-2000,Greenville,13,1.0
PYLE,Greenville CP,Greenville CP,2000-10-19,Single,2000-10-16,CP,42-2000,Greenville,13,1.0
PYLE,Greenville CP,Greenville CP,2000-10-20,Single,2000-10-16,CP,42-2000,Greenville,13,1.0
SMOAK,Charleston GS,Charleston GS,2000-10-16,Single,2000-10-16,GS,42-2000,Charleston,9,1.0
SMOAK,Charleston GS,Charleston GS,2000-10-17,Single,2000-10-16,GS,42-2000,Charleston,9,1.0
SMOAK,Charleston GS,Charleston GS,2000-10-18,Single,2000-10-16,GS,42-2000,Charleston,9,1.0
SMOAK,Charleston GS,Charleston GS,2000-10-19,Single,2000-10-16,GS,42-2000,Charleston,9,1.0
SMOAK,Charleston GS,Charleston GS,2000-10-20,Single,2000-10-16,GS,42-2000,Charleston,9,1.0
COOPER GT,Richland CP,Richland CP,2000-10-16,Single,2000-10-16,CP,42-2000,Richland,5,1.0
COOPER GT,Richland CP,Richland CP,2000-10-17,Single,2000-10-16,CP,42-2000,Richland,5,1.0
COOPER GT,Richland CP,Richland CP,2000-10-18,Single,2000-10-16,CP,42-2000,Richland,5,1.0
COOPER GT,Richland CP,Richland CP,2000-10-19,Single,2000-10-16,CP,42-2000,Richland,5,1.0
COOPER GT,Richland CP,Richland CP,2000-10-20,Single,2000-10-16,CP,42-2000,Richland,5,1.0
NEWMAN,Clarendon GS,Clarendon GS,2000-10-16,Single,2000-10-16,GS,42-2000,Clarendon,3,1.0
NEWMAN,Clarendon GS,Clarendon GS,2000-10-17,Single,2000-10-16,GS,42-2000,Clarendon,3,1.0
NEWMAN,Clarendon GS,Clarendon GS,2000-10-18,Single,2000-10-16,GS,42-2000,Clarendon,3,1.0
NEWMAN,Clarendon GS,Clarendon GS,2000-10-19,Single,2000-10-16,GS,42-2000,Clarendon,3,1.0
NEWMAN,Clarendon GS,Clarendon GS,2000-10-20,Single,2000-10-16,GS,42-2000,Clarendon,3,1.0
ALFORD,York GS,York GS,2000-10-23,Single,2000-10-23,GS,43-2000,York,16,1.0
ALFORD,York GS,York GS,2000-10-24,Single,2000-10-23,GS,43-2000,York,16,1.0
ALFORD,York GS,York GS,2000-10-25,Single,2000-10-23,GS,43-2000,York,16,1.0
ALFORD,York GS,York GS,2000-10-26,Single,2000-10-23,GS,43-2000,York,16,1.0
ALFORD,York GS,York GS,2000-10-27,Single,2000-10-23,GS,43-2000,York,16,1.0
BARBER,Richland GS,Richland GS,2000-10-23,Single,2000-10-23,GS,43-2000,Richland,5,1.0
BARBER,Richland GS,Richland GS,2000-10-24,Single,2000-10-23,GS,43-2000,Richland,5,1.0
BARBER,Richland GS,Richland GS,2000-10-25,Single,2000-10-23,GS,43-2000,Richland,5,1.0
BARBER,Richland GS,Richland GS,2000-10-26,Single,2000-10-23,GS,43-2000,Richland,5,1.0
BARBER,Richland GS,Richland GS,2000-10-27,Single,2000-10-23,GS,43-2000,Richland,5,1.0
BAXLEY,4th Cir. CPNJ,4th Cir. CPNJ,2000-10-23,Single,2000-10-23,CPNJ,43-2000,4th Cir.,4,1.0
BAXLEY,4th Cir. CPNJ,4th Cir. CPNJ,2000-10-24,Single,2000-10-23,CPNJ,43-2000,4th Cir.,4,1.0
BAXLEY,4th Cir. CPNJ,4th Cir. CPNJ,2000-10-25,Single,2000-10-23,CPNJ,43-2000,4th Cir.,4,1.0
BAXLEY,4th Cir. CPNJ,4th Cir. CPNJ,2000-10-26,Single,2000-10-23,CPNJ,43-2000,4th Cir.,4,1.0
BAXLEY,4th Cir. CPNJ,4th Cir. CPNJ,2000-10-27,Single,2000-10-23,CPNJ,43-2000,4th Cir.,4,1.0
BEATTY,Beaufort CP,Beaufort CP,2000-10-23,Single,2000-10-23,CP,43-2000,Beaufort,14,1.0
BEATTY,Beaufort CP,Beaufort CP,2000-10-24,Single,2000-10-23,CP,43-2000,Beaufort,14,1.0
BEATTY,Beaufort CP,Beaufort CP,2000-10-25,Single,2000-10-23,CP,43-2000,Beaufort,14,1.0
BEATTY,Beaufort CP,Beaufort CP,2000-10-26,Single,2000-10-23,CP,43-2000,Beaufort,14,1.0
BEATTY,Beaufort CP,Beaufort CP,2000-10-27,Single,2000-10-23,CP,43-2000,Beaufort,14,1.0
BREEDEN,Horry GS,Horry GS,2000-10-23,Single,2000-10-23,GS,43-2000,Horry,15,1.0
BREEDEN,Horry GS,Horry GS,2000-10-24,Single,2000-10-23,GS,43-2000,Horry,15,1.0
BREEDEN,Horry GS,Horry GS,2000-10-25,Single,2000-10-23,GS,43-2000,Horry,15,1.0
BREEDEN,Horry GS,Horry GS,2000-10-26,Single,2000-10-23,GS,43-2000,Horry,15,1.0
BREEDEN,Horry GS,Horry GS,2000-10-27,Single,2000-10-23,GS,43-2000,Horry,15,1.0
BROGDON,"Florence GS 23,24,25,26 + X 27",Florence GS,2000-10-23,MultipleAD,2000-10-23,GS,43-2000,Florence,12,1.0
BROGDON,"Florence GS 23,24,25,26 + X 27",Florence GS,2000-10-24,MultipleAD,2000-10-23,GS,43-2000,Florence,12,1.0
BROGDON,"Florence GS 23,24,25,26 + X 27",Florence GS,2000-10-25,MultipleAD,2000-10-23,GS,43-2000,Florence,12,1.0
BROGDON,"Florence GS 23,24,25,26 + X 27",Florence GS,2000-10-26,MultipleAD,2000-10-23,GS,43-2000,Florence,12,1.0
BROGDON,"Florence GS 23,24,25,26 + X 27",X,2000-10-27,MultipleAD,2000-10-23,X,43-2000,X,na,1.0
BUCKNER,14th Cir. CPNJ,14th Cir. CPNJ,2000-10-23,Single,2000-10-23,CPNJ,43-2000,14th Cir.,14,1.0
BUCKNER,14th Cir. CPNJ,14th Cir. CPNJ,2000-10-24,Single,2000-10-23,CPNJ,43-2000,14th Cir.,14,1.0
BUCKNER,14th Cir. CPNJ,14th Cir. CPNJ,2000-10-25,Single,2000-10-23,CPNJ,43-2000,14th Cir.,14,1.0
BUCKNER,14th Cir. CPNJ,14th Cir. CPNJ,2000-10-26,Single,2000-10-23,CPNJ,43-2000,14th Cir.,14,1.0
BUCKNER,14th Cir. CPNJ,14th Cir. CPNJ,2000-10-27,Single,2000-10-23,CPNJ,43-2000,14th Cir.,14,1.0
BURCH,Dillon GS,Dillon GS,2000-10-23,Single,2000-10-23,GS,43-2000,Dillon,4,1.0
BURCH,Dillon GS,Dillon GS,2000-10-24,Single,2000-10-23,GS,43-2000,Dillon,4,1.0
BURCH,Dillon GS,Dillon GS,2000-10-25,Single,2000-10-23,GS,43-2000,Dillon,4,1.0
BURCH,Dillon GS,Dillon GS,2000-10-26,Single,2000-10-23,GS,43-2000,Dillon,4,1.0
BURCH,Dillon GS,Dillon GS,2000-10-27,Single,2000-10-23,GS,43-2000,Dillon,4,1.0
CLARY,Spartanburg GS(SGJ),Spartanburg GS(SGJ),2000-10-23,Single,2000-10-23,GS(SGJ),43-2000,Spartanburg,7,1.0
CLARY,Spartanburg GS(SGJ),Spartanburg GS(SGJ),2000-10-24,Single,2000-10-23,GS(SGJ),43-2000,Spartanburg,7,1.0
CLARY,Spartanburg GS(SGJ),Spartanburg GS(SGJ),2000-10-25,Single,2000-10-23,GS(SGJ),43-2000,Spartanburg,7,1.0
CLARY,Spartanburg GS(SGJ),Spartanburg GS(SGJ),2000-10-26,Single,2000-10-23,GS(SGJ),43-2000,Spartanburg,7,1.0
CLARY,Spartanburg GS(SGJ),Spartanburg GS(SGJ),2000-10-27,Single,2000-10-23,GS(SGJ),43-2000,Spartanburg,7,1.0
COLE,Spartanburg GS,Spartanburg GS,2000-10-23,Single,2000-10-23,GS,43-2000,Spartanburg,7,1.0
COLE,Spartanburg GS,Spartanburg GS,2000-10-24,Single,2000-10-23,GS,43-2000,Spartanburg,7,1.0
COLE,Spartanburg GS,Spartanburg GS,2000-10-25,Single,2000-10-23,GS,43-2000,Spartanburg,7,1.0
COLE,Spartanburg GS,Spartanburg GS,2000-10-26,Single,2000-10-23,GS,43-2000,Spartanburg,7,1.0
COLE,Spartanburg GS,Spartanburg GS,2000-10-27,Single,2000-10-23,GS,43-2000,Spartanburg,7,1.0
COOPER TW,Williamsburg GS,Williamsburg GS,2000-10-23,Single,2000-10-23,GS,43-2000,Williamsburg,3,1.0
COOPER TW,Williamsburg GS,Williamsburg GS,2000-10-24,Single,2000-10-23,GS,43-2000,Williamsburg,3,1.0
COOPER TW,Williamsburg GS,Williamsburg GS,2000-10-25,Single,2000-10-23,GS,43-2000,Williamsburg,3,1.0
COOPER TW,Williamsburg GS,Williamsburg GS,2000-10-26,Single,2000-10-23,GS,43-2000,Williamsburg,3,1.0
COOPER TW,Williamsburg GS,Williamsburg GS,2000-10-27,Single,2000-10-23,GS,43-2000,Williamsburg,3,1.0
DENNIS,Berkeley CP,Berkeley CP,2000-10-23,Single,2000-10-23,CP,43-2000,Berkeley,9,1.0
DENNIS,Berkeley CP,Berkeley CP,2000-10-24,Single,2000-10-23,CP,43-2000,Berkeley,9,1.0
DENNIS,Berkeley CP,Berkeley CP,2000-10-25,Single,2000-10-23,CP,43-2000,Berkeley,9,1.0
DENNIS,Berkeley CP,Berkeley CP,2000-10-26,Single,2000-10-23,CP,43-2000,Berkeley,9,1.0
DENNIS,Berkeley CP,Berkeley CP,2000-10-27,Single,2000-10-23,CP,43-2000,Berkeley,9,1.0
FEW,Beaufort GS,Beaufort GS,2000-10-23,Single,2000-10-23,GS,43-2000,Beaufort,14,1.0
FEW,Beaufort GS,Beaufort GS,2000-10-24,Single,2000-10-23,GS,43-2000,Beaufort,14,1.0
FEW,Beaufort GS,Beaufort GS,2000-10-25,Single,2000-10-23,GS,43-2000,Beaufort,14,1.0
FEW,Beaufort GS,Beaufort GS,2000-10-26,Single,2000-10-23,GS,43-2000,Beaufort,14,1.0
FEW,Beaufort GS,Beaufort GS,2000-10-27,Single,2000-10-23,GS,43-2000,Beaufort,14,1.0
