JudgeName,FullAssignment,Week,Assignment
HUGHSTON,na,11-2001,na
PYLE,na,11-2001,na
GIER,na,11-2001,na
SIMMONS,na,11-2001,na
SIMMONS,na,12-2001,na
YOUNG,na,12-2001,na
SHORT,na,13-2001,na
BROWN,na,13-2001,na
COTTINGHAM,na,13-2001,na
GIER,na,13-2001,na
SIMMONS,na,13-2001,na
YOUNG,na,13-2001,na
ALFORD,"6th Cir. CPNJ 3,4,5 + X- 2",1-2001,"6th Cir. CPNJ 3,4,5 "
BARBER,2nd Cir. CPNJ/PCR,1-2001,2nd Cir. CPNJ/PCR
BAXLEY,15th Cir. CPNJ/PCR,1-2001,15th Cir. CPNJ/PCR
BEATTY,Lancaster GS,1-2001,Lancaster GS
BREEDEN,5th Cir. CPNJ,1-2001,5th Cir. CPNJ
BROGDON,15th Cir. AW,1-2001,15th Cir. AW
BUCKNER,1st Cir. CPNJ,1-2001,1st Cir. CPNJ
BURCH,12th Cir. AW,1-2001,12th Cir. AW
CLARY,8th Cir. CPNJ,1-2001,8th Cir. CPNJ
COLE,7th Cir. AW,1-2001,7th Cir. AW
COOPER GT,11th Cir. CPNJ,1-2001,11th Cir. CPNJ
COOPER TW,5th Cir. CPNJ + Aiken GS CC 5,1-2001,5th Cir. CPNJ 
DENNIS,1st Cir. CPNJ,1-2001,1st Cir. CPNJ
FEW,7th Cir. CPNJ,1-2001,7th Cir. CPNJ
FLOYD H,13th Cir. CPNJ,1-2001,13th Cir. CPNJ
FLOYD S,4th Cir. CPNJ,1-2001,4th Cir. CPNJ
GOODE,3rd Cir. CPNJ,1-2001,3rd Cir. CPNJ
GOODSTEIN,14th Cir. AW,1-2001,14th Cir. AW
GREGORY,9th Cir. CPNJ,1-2001,9th Cir. CPNJ
HALL,13th Cir. AW,1-2001,13th Cir. AW
HARWELL,15th Cir. CPNJ,1-2001,15th Cir. CPNJ
HAYES,7th Cir. CPNJ,1-2001,7th Cir. CPNJ
JOHNSON,"10th Cir. CPNJ 3,4,5 + X 2",1-2001,"10th Cir. CPNJ 3,4,5 "
KEESLEY,11th Cir. CPNJ,1-2001,11th Cir. CPNJ
KINARD,4th Cir. CPNJ,1-2001,4th Cir. CPNJ
KING,16th Cir. AW,1-2001,16th Cir. AW
KITTREDGE,10th Cir. CPNJ,1-2001,10th Cir. CPNJ
LEE,5th Cir. AW,1-2001,5th Cir. AW
LOCKEMY,"9th Cir. CPNJ 4,5",1-2001,"9th Cir. CPNJ 4,5"
MACAULAY,5th Cir. CPNJ,1-2001,5th Cir. CPNJ
MANNING,12th Cir. CPNJ,1-2001,12th Cir. CPNJ
MARTIN,14th Cir. CPNJ,1-2001,14th Cir. CPNJ
MCKELLAR,3rd Cir. AW,1-2001,3rd Cir. AW
MILLING,15th Cir. AW,1-2001,15th Cir. AW
NEWMAN,9th Cir. CPNJ,1-2001,9th Cir. CPNJ
NICHOLSON,11th Cir. AW,1-2001,11th Cir. AW
PATTERSON,13th Cir. AW,1-2001,13th Cir. AW
PEEPLES,2nd Cir. CPNJ,1-2001,2nd Cir. CPNJ
PIEPER,9th Cir. AW,1-2001,9th Cir. AW
RAWL,14th Cir. CPNJ,1-2001,14th Cir. CPNJ
SAUNDERS,13th Cir. CPNJ,1-2001,13th Cir. CPNJ
SHORT,16th Cir. CPNJ,1-2001,16th Cir. CPNJ
THOMAS,9th Cir AW,1-2001,9th Cir AW
WATSON,8th Cir. CPNJ,1-2001,8th Cir. CPNJ
WESTBROOK,"5th Cir. AW 3,4,5 + X 2",1-2001,"5th Cir. AW 3,4,5 "
WILLIAMS,3rd Cir. CPNJ,1-2001,3rd Cir. CPNJ
BROWN,na,1-2001,na
COTTINGHAM,na,1-2001,na
HUGHSTON,na,1-2001,na
PYLE,na,1-2001,na
GIER,na,1-2001,na
COUCH,na,1-2001,na
DREW,10th Cir. CPNJ 2,1-2001,10th Cir. CPNJ 2
SIMMONS,Greenville GS 4,1-2001,Greenville GS 4
YOUNG,na,1-2001,na
SMOAK,na,1-2001,na
ALFORD,Chester GS,2-2001,Chester GS
BARBER,Bamberg GS,2-2001,Bamberg GS
BAXLEY,Horry GS,2-2001,Horry GS
BEATTY,Fairfield CP,2-2001,Fairfield CP
BREEDEN,X,2-2001,X
BROGDON,Horry GS,2-2001,Horry GS
BUCKNER,Dorchester CP,2-2001,Dorchester CP
BURCH,Florence GS + Lee GS,2-2001,Florence GS 
CLARY,Greenwood CP,2-2001,Greenwood CP
COLE,Chester GS,2-2001,Chester GS
COOPER GT,McCormick CP,2-2001,McCormick CP
COOPER TW,Richland GS + Aiken GS CC 12,2-2001,Richland GS 
DENNIS,Richland CP,2-2001,Richland CP
FEW,Spartanburg CP,2-2001,Spartanburg CP
FLOYD H,Pickens CP,2-2001,Pickens CP
FLOYD S,Darlington GS,2-2001,Darlington GS
GOODE,Sumter GS,2-2001,Sumter GS
GOODSTEIN,Beaufort CP,2-2001,Beaufort CP
GREGORY,Charleston CP,2-2001,Charleston CP
HALL,Greenville GS,2-2001,Greenville GS
HARWELL,15th Cir. CPNJ,2-2001,15th Cir. CPNJ
HAYES,7th Cir. CPNJ/PCR,2-2001,7th Cir. CPNJ/PCR
JOHNSON,Anderson GS,2-2001,Anderson GS
KEESLEY,Lexington CP,2-2001,Lexington CP
KINARD,Marlboro GS,2-2001,Marlboro GS
KING,York GS,2-2001,York GS
KITTREDGE,Anderson GS,2-2001,Anderson GS
LEE,Richland CP,2-2001,Richland CP
LOCKEMY,Colleton GS,2-2001,Colleton GS
MACAULAY,Richland CP,2-2001,Richland CP
MANNING,"12th Cir. CPNJ 8,9,11,12 + X 10",2-2001,"12th Cir. CPNJ 8,9,11,12 "
MARTIN,Allendale CP,2-2001,Allendale CP
MCKELLAR,Clarendon CP,2-2001,Clarendon CP
MILLING,Georgetown GS,2-2001,Georgetown GS
NEWMAN,Charleston GS,2-2001,Charleston GS
NICHOLSON,Lexington GS,2-2001,Lexington GS
PATTERSON,Greenville CP,2-2001,Greenville CP
PEEPLES,2nd Cir. CPNJ,2-2001,2nd Cir. CPNJ
PIEPER,Charleston CP,2-2001,Charleston CP
RAWL,Beaufort GS,2-2001,Beaufort GS
SAUNDERS,Greenville GS,2-2001,Greenville GS
SHORT,York GS,2-2001,York GS
THOMAS,Berkeley GS,2-2001,Berkeley GS
WATSON,Abbeville GS,2-2001,Abbeville GS
WESTBROOK,Richland GS,2-2001,Richland GS
WILLIAMS,Orangeburg GS,2-2001,Orangeburg GS
BROWN,Charleston GS,2-2001,Charleston GS
COTTINGHAM,na,2-2001,na
HUGHSTON,Dorchester CP,2-2001,Dorchester CP
PYLE,na,2-2001,na
GIER,York CPNJ 11,2-2001,York CPNJ 11
COUCH,na,2-2001,na
DREW,na,2-2001,na
SIMMONS,na,2-2001,na
YOUNG,na,2-2001,na
SMOAK,9th Cir. CPNJ,2-2001,9th Cir. CPNJ
ALFORD,Chester GS,3-2001,Chester GS
BARBER,Aiken GS,3-2001,Aiken GS
BAXLEY,15th Cir. CPNJ,3-2001,15th Cir. CPNJ
BEATTY,"16th Cir. CPNJ 16 + Richland CP 17,18,19",3-2001,16th Cir. CPNJ 16 
BREEDEN,Richland GS,3-2001,Richland GS
BROGDON,Horry GS,3-2001,Horry GS
BUCKNER,Lancaster GS,3-2001,Lancaster GS
BURCH,Florence CP,3-2001,Florence CP
CLARY,Newberry GS,3-2001,Newberry GS
COLE,Spartanburg GS,3-2001,Spartanburg GS
COOPER GT,11th Cir. CPNJ,3-2001,11th Cir. CPNJ
COOPER TW,Kershaw GS,3-2001,Kershaw GS
DENNIS,Orangeburg GS,3-2001,Orangeburg GS
FEW,Spartanburg CP,3-2001,Spartanburg CP
FLOYD H,13th Cir. CPNJ,3-2001,13th Cir. CPNJ
FLOYD S,Chesterfield GS,3-2001,Chesterfield GS
GOODE,Sumter GS,3-2001,Sumter GS
GOODSTEIN,Hampton CP,3-2001,Hampton CP
GREGORY,Charleston CP,3-2001,Charleston CP
HALL,Greenville GS ,3-2001,Greenville GS 
HARWELL,Horry CP,3-2001,Horry CP
HAYES,Cherokee GS,3-2001,Cherokee GS
JOHNSON,Anderson GS,3-2001,Anderson GS
KEESLEY,Lexington GS,3-2001,Lexington GS
KINARD,Dillon CP,3-2001,Dillon CP
KING,Union GS,3-2001,Union GS
KITTREDGE,Oconee CP,3-2001,Oconee CP
LEE,Richland CP,3-2001,Richland CP
LOCKEMY,Charleston GS,3-2001,Charleston GS
MACAULAY,5th Cir. CPNJ/PCR,3-2001,5th Cir. CPNJ/PCR
MANNING,Florence CP,3-2001,Florence CP
MARTIN,Beaufort CP,3-2001,Beaufort CP
MCKELLAR,Sumter CP,3-2001,Sumter CP
MILLING,Georgetown CP + Georgetown GS CC 19,3-2001,Georgetown CP 
NEWMAN,Berkeley CP,3-2001,Berkeley CP
NICHOLSON,Lexington CP,3-2001,Lexington CP
PATTERSON,Greenville CP,3-2001,Greenville CP
PEEPLES,Aiken CP,3-2001,Aiken CP
PIEPER,Charleston CP,3-2001,Charleston CP
RAWL,Beaufort CP,3-2001,Beaufort CP
SAUNDERS,Greenville GS,3-2001,Greenville GS
SHORT,York CP,3-2001,York CP
THOMAS,"X 16,17,18 + Horry GS 19",3-2001,"X 16,17,18 "
WATSON,Laurens CP,3-2001,Laurens CP
WESTBROOK,Richland GS,3-2001,Richland GS
WILLIAMS,Williamsburg CP,3-2001,Williamsburg CP
BROWN,Beaufort GS,3-2001,Beaufort GS
COTTINGHAM,na,3-2001,na
HUGHSTON,Dorchester CP,3-2001,Dorchester CP
PYLE,na,3-2001,na
GIER,na,3-2001,na
COUCH,na,3-2001,na
DREW,na,3-2001,na
SIMMONS,na,3-2001,na
YOUNG,Chester CPNJ 19,3-2001,Chester CPNJ 19
SMOAK,na,3-2001,na
ALFORD,Lancaster CP,4-2001,Lancaster CP
BARBER,Kershaw GS,4-2001,Kershaw GS
BAXLEY,Georgetown GS,4-2001,Georgetown GS
BEATTY,York GS,4-2001,York GS
BREEDEN,Richland CP,4-2001,Richland CP
BROGDON,Horry CP,4-2001,Horry CP
BUCKNER,Allendale GS,4-2001,Allendale GS
BURCH,Florence GS,4-2001,Florence GS
CLARY,Abbeville CP + Lexington GS CC 25,4-2001,Abbeville CP 
COLE,Spartanburg GS,4-2001,Spartanburg GS
COOPER GT,11th Cir. CPNJ,4-2001,11th Cir. CPNJ
COOPER TW,Aiken GS,4-2001,Aiken GS
DENNIS,Calhoun CP,4-2001,Calhoun CP
FEW,7th Cir. CPNJ,4-2001,7th Cir. CPNJ
FLOYD H,Pickens GS,4-2001,Pickens GS
FLOYD S,Darlington CP,4-2001,Darlington CP
GOODE,York GS,4-2001,York GS
GOODSTEIN,Colleton CP,4-2001,Colleton CP
GREGORY,9th Cir. CPNJ,4-2001,9th Cir. CPNJ
HALL,Greenville CP + Horry GS CC 25,4-2001,Greenville CP 
HARWELL,15th Cir. CPNJ,4-2001,15th Cir. CPNJ
HAYES,Spartanburg GS,4-2001,Spartanburg GS
JOHNSON,Anderson CP,4-2001,Anderson CP
KEESLEY,XX ,4-2001,XX 
KINARD,Dillon GS,4-2001,Dillon GS
KING,York CP,4-2001,York CP
KITTREDGE,10th Cir. CPNJ,4-2001,10th Cir. CPNJ
LEE,Richland GS,4-2001,Richland GS
LOCKEMY,9th Cir. CPNJ/PCR,4-2001,9th Cir. CPNJ/PCR
MACAULAY,Richland GS,4-2001,Richland GS
MANNING,Florence CP,4-2001,Florence CP
MARTIN,Beaufort CP,4-2001,Beaufort CP
MCKELLAR,Sumter CP,4-2001,Sumter CP
MILLING,Horry CP,4-2001,Horry CP
NEWMAN,Berkeley CP,4-2001,Berkeley CP
NICHOLSON,Lexington CP,4-2001,Lexington CP
PATTERSON,Greenville CP,4-2001,Greenville CP
PEEPLES,Aiken CP,4-2001,Aiken CP
PIEPER,Charleston CP,4-2001,Charleston CP
RAWL,14th Cir. CPNJ,4-2001,14th Cir. CPNJ
SAUNDERS,13th Cir. CPNJ,4-2001,13th Cir. CPNJ
SHORT,16th Cir. CPNJ,4-2001,16th Cir. CPNJ
THOMAS,Charleston CP,4-2001,Charleston CP
WATSON,Greenwood GS,4-2001,Greenwood GS
WESTBROOK,Richland CP,4-2001,Richland CP
WILLIAMS,Sumter GS,4-2001,Sumter GS
BROWN,Dorchester GS,4-2001,Dorchester GS
COTTINGHAM,na,4-2001,na
HUGHSTON,Charleston CP,4-2001,Charleston CP
PYLE,Anderson CP,4-2001,Anderson CP
GIER,York CPNJ 25,4-2001,York CPNJ 25
COUCH,na,4-2001,na
DREW,na,4-2001,na
SIMMONS,"Greenville GS 26,25",4-2001,"Greenville GS 26,25"
YOUNG,na,4-2001,na
SMOAK,Lexington GS,4-2001,Lexington GS
ALFORD,Fairfield GS,5-2001,Fairfield GS
BARBER,Richland CP,5-2001,Richland CP
BAXLEY,Georgetown GS,5-2001,Georgetown GS
BEATTY,Pickens GS(SGJ),5-2001,Pickens GS(SGJ)
BREEDEN,5th Cir. CPNJ,5-2001,5th Cir. CPNJ
BROGDON,Horry CP,5-2001,Horry CP
BUCKNER,Dorchester GS,5-2001,Dorchester GS
BURCH,Florence GS,5-2001,Florence GS
CLARY,Laurens GS,5-2001,Laurens GS
COLE,Spartanburg GS CP CC,5-2001,Spartanburg GS CP CC
COOPER GT,Lexington CP,5-2001,Lexington CP
COOPER TW,Aiken GS + Beaufort GS CC,5-2001,Aiken GS 
DENNIS,Orangeburg CP,5-2001,Orangeburg CP
FEW,Spartanburg CP,5-2001,Spartanburg CP
FLOYD H,13th Cir. CPNJ,5-2001,13th Cir. CPNJ
FLOYD S,Darlington GS,5-2001,Darlington GS
GOODE,3rd Cir. CPNJ/PCR,5-2001,3rd Cir. CPNJ/PCR
GOODSTEIN,"Colleton CP 29,30,31,1 + Medical 2",5-2001,"Colleton CP 29,30,31,1 "
GREGORY,Charleston GS,5-2001,Charleston GS
HALL,Greenville CP,5-2001,Greenville CP
HARWELL,Horry CP,5-2001,Horry CP
HAYES,Spartanburg CP,5-2001,Spartanburg CP
JOHNSON,Anderson CP + Anderson GS CC 30,5-2001,Anderson CP 
KEESLEY,Lexington CP,5-2001,Lexington CP
KINARD,Chesterfield CP,5-2001,Chesterfield CP
KING,York CP,5-2001,York CP
KITTREDGE,Anderson CP,5-2001,Anderson CP
LEE,Richland CP,5-2001,Richland CP
LOCKEMY,Charleston GS,5-2001,Charleston GS
MACAULAY,Richland GS,5-2001,Richland GS
MANNING,"Florence CP 29,30,1,2 + X 31",5-2001,"Florence CP 29,30,1,2 "
MARTIN,Beaufort CP,5-2001,Beaufort CP
MCKELLAR,Williamsburg GS,5-2001,Williamsburg GS
MILLING,Horry CP,5-2001,Horry CP
NEWMAN,9th Cir. CPNJ,5-2001,9th Cir. CPNJ
NICHOLSON,Saluda GS,5-2001,Saluda GS
PATTERSON,X,5-2001,X
PEEPLES,Aiken CP,5-2001,Aiken CP
PIEPER,Charleston CP,5-2001,Charleston CP
RAWL,Beaufort CP,5-2001,Beaufort CP
SAUNDERS,13th Cir. CPNJ,5-2001,13th Cir. CPNJ
SHORT,Union CP,5-2001,Union CP
THOMAS,Berkeley GS,5-2001,Berkeley GS
WATSON,Greenwood GS,5-2001,Greenwood GS
WESTBROOK,Richland GS,5-2001,Richland GS
WILLIAMS,Clarendon GS,5-2001,Clarendon GS
BROWN,na,5-2001,na
COTTINGHAM,"Florence GS 30,31",5-2001,"Florence GS 30,31"
HUGHSTON,Charleston CP,5-2001,Charleston CP
PYLE,Oconee GS,5-2001,Oconee GS
GIER,na,5-2001,na
COUCH,Cherokee CPNJ 29,5-2001,Cherokee CPNJ 29
DREW,na,5-2001,na
SIMMONS,Greenville GS 2,5-2001,Greenville GS 2
YOUNG,Chester CPNJ 2,5-2001,Chester CPNJ 2
SMOAK,na,5-2001,na
ALFORD,"6th Cir. CPNJ 3,4,5 + X- 2",1-2001, X- 2
COOPER TW,5th Cir. CPNJ + Aiken GS CC 5,1-2001, Aiken GS CC 5
JOHNSON,"10th Cir. CPNJ 3,4,5 + X 2",1-2001, X 2
WESTBROOK,"5th Cir. AW 3,4,5 + X 2",1-2001, X 2
BROWN,na,1-2001,na
COTTINGHAM,na,1-2001,na
HUGHSTON,na,1-2001,na
PYLE,na,1-2001,na
GIER,na,1-2001,na
COUCH,na,1-2001,na
YOUNG,na,1-2001,na
SMOAK,na,1-2001,na
BURCH,Florence GS + Lee GS,2-2001, Lee GS
COOPER TW,Richland GS + Aiken GS CC 12,2-2001, Aiken GS CC 12
MANNING,"12th Cir. CPNJ 8,9,11,12 + X 10",2-2001, X 10
COTTINGHAM,na,2-2001,na
PYLE,na,2-2001,na
COUCH,na,2-2001,na
DREW,na,2-2001,na
SIMMONS,na,2-2001,na
YOUNG,na,2-2001,na
BEATTY,"16th Cir. CPNJ 16 + Richland CP 17,18,19",3-2001," Richland CP 17,18,19"
MILLING,Georgetown CP + Georgetown GS CC 19,3-2001, Georgetown GS CC 19
THOMAS,"X 16,17,18 + Horry GS 19",3-2001, Horry GS 19
COTTINGHAM,na,3-2001,na
PYLE,na,3-2001,na
GIER,na,3-2001,na
COUCH,na,3-2001,na
DREW,na,3-2001,na
SIMMONS,na,3-2001,na
SMOAK,na,3-2001,na
CLARY,Abbeville CP + Lexington GS CC 25,4-2001, Lexington GS CC 25
HALL,Greenville CP + Horry GS CC 25,4-2001, Horry GS CC 25
COTTINGHAM,na,4-2001,na
COUCH,na,4-2001,na
DREW,na,4-2001,na
YOUNG,na,4-2001,na
COOPER TW,Aiken GS + Beaufort GS CC,5-2001, Beaufort GS CC
GOODSTEIN,"Colleton CP 29,30,31,1 + Medical 2",5-2001, Medical 2
JOHNSON,Anderson CP + Anderson GS CC 30,5-2001, Anderson GS CC 30
MANNING,"Florence CP 29,30,1,2 + X 31",5-2001, X 31
BROWN,na,5-2001,na
GIER,na,5-2001,na
DREW,na,5-2001,na
SMOAK,na,5-2001,na
BROWN,na,1-2001,na
COTTINGHAM,na,1-2001,na
HUGHSTON,na,1-2001,na
PYLE,na,1-2001,na
GIER,na,1-2001,na
COUCH,na,1-2001,na
YOUNG,na,1-2001,na
SMOAK,na,1-2001,na
COTTINGHAM,na,2-2001,na
PYLE,na,2-2001,na
COUCH,na,2-2001,na
DREW,na,2-2001,na
SIMMONS,na,2-2001,na
YOUNG,na,2-2001,na
COTTINGHAM,na,3-2001,na
PYLE,na,3-2001,na
GIER,na,3-2001,na
COUCH,na,3-2001,na
DREW,na,3-2001,na
SIMMONS,na,3-2001,na
SMOAK,na,3-2001,na
COTTINGHAM,na,4-2001,na
COUCH,na,4-2001,na
DREW,na,4-2001,na
YOUNG,na,4-2001,na
BROWN,na,5-2001,na
GIER,na,5-2001,na
DREW,na,5-2001,na
SMOAK,na,5-2001,na
BROWN,na,1-2001,na
COTTINGHAM,na,1-2001,na
HUGHSTON,na,1-2001,na
PYLE,na,1-2001,na
GIER,na,1-2001,na
COUCH,na,1-2001,na
YOUNG,na,1-2001,na
SMOAK,na,1-2001,na
COTTINGHAM,na,2-2001,na
PYLE,na,2-2001,na
COUCH,na,2-2001,na
DREW,na,2-2001,na
SIMMONS,na,2-2001,na
YOUNG,na,2-2001,na
COTTINGHAM,na,3-2001,na
PYLE,na,3-2001,na
GIER,na,3-2001,na
COUCH,na,3-2001,na
DREW,na,3-2001,na
SIMMONS,na,3-2001,na
SMOAK,na,3-2001,na
COTTINGHAM,na,4-2001,na
COUCH,na,4-2001,na
DREW,na,4-2001,na
YOUNG,na,4-2001,na
BROWN,na,5-2001,na
GIER,na,5-2001,na
DREW,na,5-2001,na
SMOAK,na,5-2001,na
BROWN,na,1-2001,na
COTTINGHAM,na,1-2001,na
HUGHSTON,na,1-2001,na
PYLE,na,1-2001,na
GIER,na,1-2001,na
COUCH,na,1-2001,na
YOUNG,na,1-2001,na
SMOAK,na,1-2001,na
COTTINGHAM,na,2-2001,na
PYLE,na,2-2001,na
COUCH,na,2-2001,na
DREW,na,2-2001,na
SIMMONS,na,2-2001,na
YOUNG,na,2-2001,na
COTTINGHAM,na,3-2001,na
PYLE,na,3-2001,na
GIER,na,3-2001,na
COUCH,na,3-2001,na
DREW,na,3-2001,na
SIMMONS,na,3-2001,na
SMOAK,na,3-2001,na
COTTINGHAM,na,4-2001,na
COUCH,na,4-2001,na
DREW,na,4-2001,na
YOUNG,na,4-2001,na
BROWN,na,5-2001,na
GIER,na,5-2001,na
DREW,na,5-2001,na
SMOAK,na,5-2001,na
ALFORD,in chambers,40-2000,in chambers
BARBER,"in chambers + 2nd Cir. CPNJ/PCR 2 + 5th Cir. CPNJ 3,4 + Richland GS 5",40-2000,in chambers 
BAXLEY,in chambers,40-2000,in chambers
BEATTY,in chambers,40-2000,in chambers
BREEDEN,X,40-2000,X
BROGDON,in chambers + 12th Cir. CPNJ + Florence GS 5,40-2000,in chambers 
BUCKNER,in chambers,40-2000,in chambers
BURCH,in chambers,40-2000,in chambers
CLARY,"in chambers + 7th Cir. CPNJ 2,3,5",40-2000,in chambers 
COLE,in chambers,40-2000,in chambers
COOPER TW,"in chambers + 3rd Cir. CPNJ 2,3,4,6",40-2000,in chambers 
DENNIS,in chambers + Sumter GS(SGJ) 3,40-2000,in chambers 
FEW,in chambers,40-2000,in chambers
FLOYD H,in chambers,40-2000,in chambers
FLOYD S,in chambers + 15th Cir. CPNJ 5,40-2000,in chambers 
GOODE,in chambers,40-2000,in chambers
GOODSTEIN,in chambers + 14th Cir. CPNJ 5,40-2000,in chambers 
GREGORY,in chambers + 14th Cir. CPNJ 6,40-2000,in chambers 
HALL,in chambers,40-2000,in chambers
HARWELL,in chambers,40-2000,in chambers
HAYES,in chambers,40-2000,in chambers
JOHNSON,in chambers + Richland GS 5,40-2000,in chambers 
KEESLEY,in chambers + Bamberg GS 2,40-2000,in chambers 
KINARD,in chambers,40-2000,in chambers
KING,in chambers,40-2000,in chambers
KITTREDGE,in chambers + Greenville GS 6,40-2000,in chambers 
LEE,in chambers,40-2000,in chambers
LOCKEMY,3rd Cir. CPNJ,40-2000,3rd Cir. CPNJ
MACAULAY,in chambers,40-2000,in chambers
MANNING,in chambers,40-2000,in chambers
MARTIN,"in chambers + 9th Cir. CPNJ 2,6",40-2000,in chambers 
MCKELLAR,in chambers,40-2000,in chambers
MILLING,in chambers,40-2000,in chambers
NICHOLSON,in chambers,40-2000,in chambers
PATTERSON,in chambers + 13th Cir. CPNJ 5,40-2000,in chambers 
PEEPLES,in chambers,40-2000,in chambers
PIEPER,in chambers,40-2000,in chambers
RAWL,X,40-2000,X
SAUNDERS,in chambers,40-2000,in chambers
SHORT,in chambers,40-2000,in chambers
THOMAS,in chambers,40-2000,in chambers
WATSON,in chambers,40-2000,in chambers
WESTBROOK,in chambers,40-2000,in chambers
WILLIAMS,in chambers,40-2000,in chambers
BROWN,14th Cir. CPNJ,40-2000,14th Cir. CPNJ
COTTINGHAM,na,40-2000,na
HUGHSTON,na,40-2000,na
PYLE,na,40-2000,na
COUCH,na,40-2000,na
SMOAK,na,40-2000,na
COOPER GT,in chambers,40-2000,in chambers
NEWMAN,in chambers,40-2000,in chambers
SIMMONS,Pickens GS 4 + Greenville GS 6,40-2000,Pickens GS 4 
GIER,na,40-2000,na
WATTS,"Dorchester CPNJ 4,5",40-2000,"Dorchester CPNJ 4,5"
ALFORD,York GS,41-2000,York GS
BARBER,Richland CP,41-2000,Richland CP
BAXLEY,Sumter CP,41-2000,Sumter CP
BEATTY,Spartanburg GS,41-2000,Spartanburg GS
BREEDEN,Georgetown CP,41-2000,Georgetown CP
BROGDON,Florence CP,41-2000,Florence CP
BUCKNER,Dorchester CP,41-2000,Dorchester CP
BURCH,Horry CP,41-2000,Horry CP
CLARY,Cherokee CP,41-2000,Cherokee CP
COLE,Spartanburg GS,41-2000,Spartanburg GS
COOPER TW,Lee GS,41-2000,Lee GS
DENNIS,Sumter GS(SGJ) + Aiken GS CC,41-2000,Sumter GS(SGJ) 
FEW,X,41-2000,X
FLOYD H,X,41-2000,X
FLOYD S,X,41-2000,X
GOODE,Lancaster GS,41-2000,Lancaster GS
GOODSTEIN,1st Cir CPNJ,41-2000,1st Cir CPNJ
GREGORY,Allendale GS,41-2000,Allendale GS
HALL,X,41-2000,X
HARWELL,12th Cir. CPNJ,41-2000,12th Cir. CPNJ
HAYES,York GS,41-2000,York GS
JOHNSON,Laurens CP,41-2000,Laurens CP
KEESLEY,Aiken GS,41-2000,Aiken GS
KINARD,X,41-2000,X
KING,Sumter CP,41-2000,Sumter CP
KITTREDGE,Pickens GS,41-2000,Pickens GS
LEE,Richland GS,41-2000,Richland GS
LOCKEMY,Darlington GS,41-2000,Darlington GS
MACAULAY,Lexington GS,41-2000,Lexington GS
MANNING,Richland GS,41-2000,Richland GS
MARTIN,Charleston GS,41-2000,Charleston GS
MCKELLAR,5th Cir. CPNJ,41-2000,5th Cir. CPNJ
MILLING,16th Cir. CPNJ,41-2000,16th Cir. CPNJ
NICHOLSON,Anderson GS,41-2000,Anderson GS
PATTERSON,13th Cir. AW,41-2000,13th Cir. AW
PEEPLES,Bamberg CP,41-2000,Bamberg CP
PIEPER,Charleston CP,41-2000,Charleston CP
RAWL,Berkeley GS,41-2000,Berkeley GS
SAUNDERS,"X 10,11,12,13 + 8th Cir. CPNJ 9",41-2000,"X 10,11,12,13 "
SHORT,X,41-2000,X
THOMAS,"X 11,12,13 + 15th Cir. CPNJ 9,10",41-2000,"X 11,12,13 "
WATSON,13th Cir. CPNJ,41-2000,13th Cir. CPNJ
WESTBROOK,McCormick GS,41-2000,McCormick GS
WILLIAMS,Charleston CP,41-2000,Charleston CP
BROWN,na,41-2000,na
COTTINGHAM,Marlboro CP,41-2000,Marlboro CP
HUGHSTON,Greenwood GS,41-2000,Greenwood GS
PYLE,na,41-2000,na
COUCH,na,41-2000,na
SMOAK,9th Cir. CPNJ,41-2000,9th Cir. CPNJ
COOPER GT,Richland CP,41-2000,Richland CP
NEWMAN,9th Cir. CPNJ,41-2000,9th Cir. CPNJ
SIMMONS,na,41-2000,na
GIER,York CPNJ 12,41-2000,York CPNJ 12
WATTS,na,41-2000,na
ALFORD,Union GS,42-2000,Union GS
BARBER,Richland GS,42-2000,Richland GS
BAXLEY,York CP,42-2000,York CP
BEATTY,7th Cir. CPNJ,42-2000,7th Cir. CPNJ
BREEDEN,"15th Cir. AW 16,19,20 + Aiken 17,18",42-2000,"15th Cir. AW 16,19,20 "
BROGDON,Florence CP + Florence GS CC 20,42-2000,Florence CP 
BUCKNER,Beaufort GS,42-2000,Beaufort GS
BURCH,Hampton CP,42-2000,Hampton CP
CLARY,Spartanburg GS(SGJ),42-2000,Spartanburg GS(SGJ)
COLE,Spartanburg CP,42-2000,Spartanburg CP
COOPER TW,Williamsburg GS + Aiken GS 20,42-2000,Williamsburg GS 
DENNIS,Berkeley CP,42-2000,Berkeley CP
FEW,Greenville CP,42-2000,Greenville CP
FLOYD H,Pickens CP,42-2000,Pickens CP
FLOYD S,X,42-2000,X
GOODE,6th Cir. CPNJ/PCR,42-2000,6th Cir. CPNJ/PCR
GOODSTEIN,Dorchester CP,42-2000,Dorchester CP
GREGORY,Colleton GS,42-2000,Colleton GS
HALL,Lexington GS,42-2000,Lexington GS
HARWELL,Chesterfield GS,42-2000,Chesterfield GS
HAYES,X,42-2000,X
JOHNSON,Laurens GS,42-2000,Laurens GS
KEESLEY,Sick,42-2000,Sick
KINARD,X,42-2000,X
KING,X,42-2000,X
KITTREDGE,Greenville GS,42-2000,Greenville GS
LEE,5th Cir. CPNJ,42-2000,5th Cir. CPNJ
LOCKEMY,Dillon CP,42-2000,Dillon CP
MACAULAY,Oconee CP,42-2000,Oconee CP
